"","Film","director","Actor","Award_Status","Ceremony_Year","Session","Category","Role","Status"
"251","Hillbilly Elegy","Ron Howard","Morgan Gao",NA,NA,NA,NA,NA,"Non-Nominee"
"252","Hillbilly Elegy","Ron Howard","Ethan Suess",NA,NA,NA,NA,NA,"Non-Nominee"
"253","Hillbilly Elegy","Ron Howard","Jono Mitchell",NA,NA,NA,NA,NA,"Non-Nominee"
"254","Hillbilly Elegy","Ron Howard","Bill Kelly",NA,NA,NA,NA,NA,"Non-Nominee"
"255","Hillbilly Elegy","Ron Howard","David Dwyer",NA,NA,NA,NA,NA,"Non-Nominee"
"256","Hugo","Martin Scorsese","Asa Butterfield",NA,NA,NA,NA,NA,"Non-Nominee"
"257","Hugo","Martin Scorsese","Ben Kingsley",NA,NA,NA,NA,NA,"Non-Nominee"
"258","Hugo","Martin Scorsese","Chloë Grace Moretz",NA,NA,NA,NA,NA,"Non-Nominee"
"259","Hugo","Martin Scorsese","Sacha Baron Cohen",NA,NA,NA,NA,NA,"Non-Nominee"
"260","Hugo","Martin Scorsese","Ray Winstone",NA,NA,NA,NA,NA,"Non-Nominee"
"261","Hugo","Martin Scorsese","Emily Mortimer",NA,NA,NA,NA,NA,"Non-Nominee"
"262","Hugo","Martin Scorsese","Christopher Lee",NA,NA,NA,NA,NA,"Non-Nominee"
"263","Hugo","Martin Scorsese","Helen McCrory",NA,NA,NA,NA,NA,"Non-Nominee"
"264","Hugo","Martin Scorsese","Michael Stuhlbarg",NA,NA,NA,NA,NA,"Non-Nominee"
"265","Hugo","Martin Scorsese","Frances de la Tour",NA,NA,NA,NA,NA,"Non-Nominee"
"266","Hugo","Martin Scorsese","Richard Griffiths",NA,NA,NA,NA,NA,"Non-Nominee"
"267","Hugo","Martin Scorsese","Jude Law",NA,NA,NA,NA,NA,"Non-Nominee"
"268","Hugo","Martin Scorsese","Kevin Eldon",NA,NA,NA,NA,NA,"Non-Nominee"
"269","Hugo","Martin Scorsese","Gulliver McGrath",NA,NA,NA,NA,NA,"Non-Nominee"
"270","Hugo","Martin Scorsese","Shaun Aylward",NA,NA,NA,NA,NA,"Non-Nominee"
"271","Inception","Christopher Nolan","Leonardo DiCaprio",NA,NA,NA,NA,NA,"Non-Nominee"
"272","Inception","Christopher Nolan","Joseph Gordon-Levitt",NA,NA,NA,NA,NA,"Non-Nominee"
"273","Inception","Christopher Nolan","Ken Watanabe",NA,NA,NA,NA,NA,"Non-Nominee"
"274","Inception","Christopher Nolan","Tom Hardy",NA,NA,NA,NA,NA,"Non-Nominee"
"275","Inception","Christopher Nolan","Elliot Page",NA,NA,NA,NA,NA,"Non-Nominee"
"276","Inception","Christopher Nolan","Dileep Rao",NA,NA,NA,NA,NA,"Non-Nominee"
"277","Inception","Christopher Nolan","Cillian Murphy",NA,NA,NA,NA,NA,"Non-Nominee"
"278","Inception","Christopher Nolan","Tom Berenger",NA,NA,NA,NA,NA,"Non-Nominee"
"279","Inception","Christopher Nolan","Marion Cotillard",NA,NA,NA,NA,NA,"Non-Nominee"
"280","Inception","Christopher Nolan","Pete Postlethwaite",NA,NA,NA,NA,NA,"Non-Nominee"
"281","Inception","Christopher Nolan","Michael Caine",NA,NA,NA,NA,NA,"Non-Nominee"
"282","Inception","Christopher Nolan","Lukas Haas",NA,NA,NA,NA,NA,"Non-Nominee"
"283","Inception","Christopher Nolan","Talulah Riley",NA,NA,NA,NA,NA,"Non-Nominee"
"284","Inception","Christopher Nolan","Tohoru Masamune",NA,NA,NA,NA,NA,"Non-Nominee"
"285","Inception","Christopher Nolan","Taylor Geare",NA,NA,NA,NA,NA,"Non-Nominee"
"286","Joy","David O. Russell","Jennifer Lawrence",NA,NA,NA,NA,NA,"Non-Nominee"
"287","Joy","David O. Russell","Robert De Niro",NA,NA,NA,NA,NA,"Non-Nominee"
"288","Joy","David O. Russell","Bradley Cooper",NA,NA,NA,NA,NA,"Non-Nominee"
"289","Joy","David O. Russell","Edgar Ramírez",NA,NA,NA,NA,NA,"Non-Nominee"
"290","Joy","David O. Russell","Diane Ladd",NA,NA,NA,NA,NA,"Non-Nominee"
"291","Joy","David O. Russell","Virginia Madsen",NA,NA,NA,NA,NA,"Non-Nominee"
"292","Joy","David O. Russell","Isabella Rossellini",NA,NA,NA,NA,NA,"Non-Nominee"
"293","Joy","David O. Russell","Dascha Polanco",NA,NA,NA,NA,NA,"Non-Nominee"
"294","Joy","David O. Russell","Elisabeth Röhm",NA,NA,NA,NA,NA,"Non-Nominee"
"295","Joy","David O. Russell","Susan Lucci",NA,NA,NA,NA,NA,"Non-Nominee"
"296","Joy","David O. Russell","Laura Wright",NA,NA,NA,NA,NA,"Non-Nominee"
"297","Joy","David O. Russell","Maurice Benard",NA,NA,NA,NA,NA,"Non-Nominee"
"298","Joy","David O. Russell","Donna Mills",NA,NA,NA,NA,NA,"Non-Nominee"
"299","Joy","David O. Russell","Jimmy Jean-Louis",NA,NA,NA,NA,NA,"Non-Nominee"
"300","Joy","David O. Russell","Ken Howard",NA,NA,NA,NA,NA,"Non-Nominee"
"301","Killers of the Flower Moon","Martin Scorsese","Leonardo DiCaprio",NA,NA,NA,NA,NA,"Non-Nominee"
"302","Killers of the Flower Moon","Martin Scorsese","Robert De Niro","Nominee","2023","96","ACTOR IN A SUPPORTING ROLE","William Hale","Nominee"
"303","Killers of the Flower Moon","Martin Scorsese","Lily Gladstone",NA,NA,NA,NA,NA,"Non-Nominee"
"304","Killers of the Flower Moon","Martin Scorsese","Jesse Plemons",NA,NA,NA,NA,NA,"Non-Nominee"
"305","Killers of the Flower Moon","Martin Scorsese","Tantoo Cardinal",NA,NA,NA,NA,NA,"Non-Nominee"
"306","Killers of the Flower Moon","Martin Scorsese","John Lithgow",NA,NA,NA,NA,NA,"Non-Nominee"
"307","Killers of the Flower Moon","Martin Scorsese","Brendan Fraser",NA,NA,NA,NA,NA,"Non-Nominee"
"308","Killers of the Flower Moon","Martin Scorsese","Cara Jade Myers",NA,NA,NA,NA,NA,"Non-Nominee"
"309","Killers of the Flower Moon","Martin Scorsese","JaNae Collins",NA,NA,NA,NA,NA,"Non-Nominee"
"310","Killers of the Flower Moon","Martin Scorsese","Jillian Dion",NA,NA,NA,NA,NA,"Non-Nominee"
"311","Killers of the Flower Moon","Martin Scorsese","Jason Isbell",NA,NA,NA,NA,NA,"Non-Nominee"
"312","Killers of the Flower Moon","Martin Scorsese","William Belleau",NA,NA,NA,NA,NA,"Non-Nominee"
"313","Killers of the Flower Moon","Martin Scorsese","Louis Cancelmi",NA,NA,NA,NA,NA,"Non-Nominee"
"314","Killers of the Flower Moon","Martin Scorsese","Scott Shepherd",NA,NA,NA,NA,NA,"Non-Nominee"
"315","Killers of the Flower Moon","Martin Scorsese","Everett Waller",NA,NA,NA,NA,NA,"Non-Nominee"
"316","Licorice Pizza","Paul Thomas Anderson","Alana Haim",NA,NA,NA,NA,NA,"Non-Nominee"
"317","Licorice Pizza","Paul Thomas Anderson","Cooper Hoffman",NA,NA,NA,NA,NA,"Non-Nominee"
"318","Licorice Pizza","Paul Thomas Anderson","Sean Penn",NA,NA,NA,NA,NA,"Non-Nominee"
"319","Licorice Pizza","Paul Thomas Anderson","Tom Waits",NA,NA,NA,NA,NA,"Non-Nominee"
"320","Licorice Pizza","Paul Thomas Anderson","Bradley Cooper",NA,NA,NA,NA,NA,"Non-Nominee"
"321","Licorice Pizza","Paul Thomas Anderson","Benny Safdie",NA,NA,NA,NA,NA,"Non-Nominee"
"322","Licorice Pizza","Paul Thomas Anderson","Skyler Gisondo",NA,NA,NA,NA,NA,"Non-Nominee"
"323","Licorice Pizza","Paul Thomas Anderson","Mary Elizabeth Ellis",NA,NA,NA,NA,NA,"Non-Nominee"
"324","Licorice Pizza","Paul Thomas Anderson","John Michael Higgins",NA,NA,NA,NA,NA,"Non-Nominee"
"325","Licorice Pizza","Paul Thomas Anderson","Christine Ebersole",NA,NA,NA,NA,NA,"Non-Nominee"
"326","Licorice Pizza","Paul Thomas Anderson","Harriet Sansom Harris",NA,NA,NA,NA,NA,"Non-Nominee"
"327","Licorice Pizza","Paul Thomas Anderson","Joseph Cross",NA,NA,NA,NA,NA,"Non-Nominee"
"328","Licorice Pizza","Paul Thomas Anderson","Danielle Haim",NA,NA,NA,NA,NA,"Non-Nominee"
"329","Licorice Pizza","Paul Thomas Anderson","Este Haim",NA,NA,NA,NA,NA,"Non-Nominee"
"330","Licorice Pizza","Paul Thomas Anderson","Moti Haim",NA,NA,NA,NA,NA,"Non-Nominee"
"331","Lincoln","Steven Spielberg","Daniel Day-Lewis",NA,NA,NA,NA,NA,"Non-Nominee"
"332","Lincoln","Steven Spielberg","Sally Field","Nominee","2012","85","ACTRESS IN A SUPPORTING ROLE","Mary Todd Lincoln","Nominee"
"333","Lincoln","Steven Spielberg","David Strathairn",NA,NA,NA,NA,NA,"Non-Nominee"
"334","Lincoln","Steven Spielberg","Joseph Gordon-Levitt",NA,NA,NA,NA,NA,"Non-Nominee"
"335","Lincoln","Steven Spielberg","James Spader",NA,NA,NA,NA,NA,"Non-Nominee"
"336","Lincoln","Steven Spielberg","Hal Holbrook",NA,NA,NA,NA,NA,"Non-Nominee"
"337","Lincoln","Steven Spielberg","Tommy Lee Jones","Nominee","2012","85","ACTOR IN A SUPPORTING ROLE","Thaddeus Stevens","Nominee"
"338","Lincoln","Steven Spielberg","John Hawkes",NA,NA,NA,NA,NA,"Non-Nominee"
"339","Lincoln","Steven Spielberg","Jackie Earle Haley",NA,NA,NA,NA,NA,"Non-Nominee"
"340","Lincoln","Steven Spielberg","Bruce McGill",NA,NA,NA,NA,NA,"Non-Nominee"
"341","Lincoln","Steven Spielberg","Tim Blake Nelson",NA,NA,NA,NA,NA,"Non-Nominee"
"342","Lincoln","Steven Spielberg","Joseph Cross",NA,NA,NA,NA,NA,"Non-Nominee"
"343","Lincoln","Steven Spielberg","Jared Harris",NA,NA,NA,NA,NA,"Non-Nominee"
"344","Lincoln","Steven Spielberg","Lee Pace",NA,NA,NA,NA,NA,"Non-Nominee"
"345","Lincoln","Steven Spielberg","Peter McRobbie",NA,NA,NA,NA,NA,"Non-Nominee"
"346","Mank","David Fincher","Gary Oldman","Nominee","2020","93","ACTOR IN A LEADING ROLE","Herman Mankiewicz","Nominee"
"347","Mank","David Fincher","Amanda Seyfried","Nominee","2020","93","ACTRESS IN A SUPPORTING ROLE","Marion Davies","Nominee"
"348","Mank","David Fincher","Lily Collins",NA,NA,NA,NA,NA,"Non-Nominee"
"349","Mank","David Fincher","Arliss Howard",NA,NA,NA,NA,NA,"Non-Nominee"
"350","Mank","David Fincher","Tom Pelphrey",NA,NA,NA,NA,NA,"Non-Nominee"
"351","Mank","David Fincher","Sam Troughton",NA,NA,NA,NA,NA,"Non-Nominee"
"352","Mank","David Fincher","Ferdinand Kingsley",NA,NA,NA,NA,NA,"Non-Nominee"
"353","Mank","David Fincher","Tuppence Middleton",NA,NA,NA,NA,NA,"Non-Nominee"
"354","Mank","David Fincher","Tom Burke",NA,NA,NA,NA,NA,"Non-Nominee"
"355","Mank","David Fincher","Joseph Cross",NA,NA,NA,NA,NA,"Non-Nominee"
"356","Mank","David Fincher","Jamie McShane",NA,NA,NA,NA,NA,"Non-Nominee"
"357","Mank","David Fincher","Toby Leonard Moore",NA,NA,NA,NA,NA,"Non-Nominee"
"358","Mank","David Fincher","Monika Gossmann",NA,NA,NA,NA,NA,"Non-Nominee"
"359","Mank","David Fincher","Charles Dance",NA,NA,NA,NA,NA,"Non-Nominee"
"360","Mank","David Fincher","Jack Romano",NA,NA,NA,NA,NA,"Non-Nominee"
"361","Midnight in Paris","Woody Allen","Owen Wilson",NA,NA,NA,NA,NA,"Non-Nominee"
"362","Midnight in Paris","Woody Allen","Rachel McAdams",NA,NA,NA,NA,NA,"Non-Nominee"
"363","Midnight in Paris","Woody Allen","Kathy Bates",NA,NA,NA,NA,NA,"Non-Nominee"
"364","Midnight in Paris","Woody Allen","Kurt Fuller",NA,NA,NA,NA,NA,"Non-Nominee"
"365","Midnight in Paris","Woody Allen","Adrien Brody",NA,NA,NA,NA,NA,"Non-Nominee"
"366","Midnight in Paris","Woody Allen","Carla Bruni",NA,NA,NA,NA,NA,"Non-Nominee"
"367","Midnight in Paris","Woody Allen","Marion Cotillard",NA,NA,NA,NA,NA,"Non-Nominee"
"368","Midnight in Paris","Woody Allen","Michael Sheen",NA,NA,NA,NA,NA,"Non-Nominee"
"369","Midnight in Paris","Woody Allen","Nina Arianda",NA,NA,NA,NA,NA,"Non-Nominee"
"370","Midnight in Paris","Woody Allen","Tom Hiddleston",NA,NA,NA,NA,NA,"Non-Nominee"
"371","Midnight in Paris","Woody Allen","Mimi Kennedy",NA,NA,NA,NA,NA,"Non-Nominee"
"372","Midnight in Paris","Woody Allen","Alison Pill",NA,NA,NA,NA,NA,"Non-Nominee"
"373","Midnight in Paris","Woody Allen","Léa Seydoux",NA,NA,NA,NA,NA,"Non-Nominee"
"374","Midnight in Paris","Woody Allen","Corey Stoll",NA,NA,NA,NA,NA,"Non-Nominee"
"375","Midnight in Paris","Woody Allen","Maurice Sonnenberg",NA,NA,NA,NA,NA,"Non-Nominee"
"376","Nebraska","Alexander Payne","Bruce Dern","Nominee","2013","86","ACTOR IN A LEADING ROLE","Woody Grant","Nominee"
"377","Nebraska","Alexander Payne","Will Forte",NA,NA,NA,NA,NA,"Non-Nominee"
"378","Nebraska","Alexander Payne","June Squibb","Nominee","2013","86","ACTRESS IN A SUPPORTING ROLE","Kate Grant","Nominee"
"379","Nebraska","Alexander Payne","Bob Odenkirk",NA,NA,NA,NA,NA,"Non-Nominee"
"380","Nebraska","Alexander Payne","Stacy Keach",NA,NA,NA,NA,NA,"Non-Nominee"
"381","Nebraska","Alexander Payne","Mary Louise Wilson",NA,NA,NA,NA,NA,"Non-Nominee"
"382","Nebraska","Alexander Payne","Rance Howard",NA,NA,NA,NA,NA,"Non-Nominee"
"383","Nebraska","Alexander Payne","Tim Driscoll",NA,NA,NA,NA,NA,"Non-Nominee"
"384","Nebraska","Alexander Payne","Devin Ratray",NA,NA,NA,NA,NA,"Non-Nominee"
"385","Nebraska","Alexander Payne","Angela McEwan",NA,NA,NA,NA,NA,"Non-Nominee"
"386","Nebraska","Alexander Payne","Glendora Stitt",NA,NA,NA,NA,NA,"Non-Nominee"
"387","Nebraska","Alexander Payne","Elizabeth Moore",NA,NA,NA,NA,NA,"Non-Nominee"
"388","Nebraska","Alexander Payne","Kevin Kunkel",NA,NA,NA,NA,NA,"Non-Nominee"
"389","Nebraska","Alexander Payne","Dennis McCoig",NA,NA,NA,NA,NA,"Non-Nominee"
"390","Nebraska","Alexander Payne","Ronald Vosta",NA,NA,NA,NA,NA,"Non-Nominee"
"391","Once Upon a Time... in Hollywood","Quentin Tarantino","Leonardo DiCaprio",NA,NA,NA,NA,NA,"Non-Nominee"
"392","Once Upon a Time... in Hollywood","Quentin Tarantino","Brad Pitt",NA,NA,NA,NA,NA,"Non-Nominee"
"393","Once Upon a Time... in Hollywood","Quentin Tarantino","Margot Robbie",NA,NA,NA,NA,NA,"Non-Nominee"
"394","Once Upon a Time... in Hollywood","Quentin Tarantino","Emile Hirsch",NA,NA,NA,NA,NA,"Non-Nominee"
"395","Once Upon a Time... in Hollywood","Quentin Tarantino","Margaret Qualley",NA,NA,NA,NA,NA,"Non-Nominee"
"396","Once Upon a Time... in Hollywood","Quentin Tarantino","Timothy Olyphant",NA,NA,NA,NA,NA,"Non-Nominee"
"397","Once Upon a Time... in Hollywood","Quentin Tarantino","Julia Butters",NA,NA,NA,NA,NA,"Non-Nominee"
"398","Once Upon a Time... in Hollywood","Quentin Tarantino","Austin Butler",NA,NA,NA,NA,NA,"Non-Nominee"
"399","Once Upon a Time... in Hollywood","Quentin Tarantino","Dakota Fanning",NA,NA,NA,NA,NA,"Non-Nominee"
"400","Once Upon a Time... in Hollywood","Quentin Tarantino","Bruce Dern",NA,NA,NA,NA,NA,"Non-Nominee"
"401","Once Upon a Time... in Hollywood","Quentin Tarantino","Mike Moh",NA,NA,NA,NA,NA,"Non-Nominee"
"402","Once Upon a Time... in Hollywood","Quentin Tarantino","Luke Perry",NA,NA,NA,NA,NA,"Non-Nominee"
"403","Once Upon a Time... in Hollywood","Quentin Tarantino","Damian Lewis",NA,NA,NA,NA,NA,"Non-Nominee"
"404","Once Upon a Time... in Hollywood","Quentin Tarantino","Al Pacino",NA,NA,NA,NA,NA,"Non-Nominee"
"405","Once Upon a Time... in Hollywood","Quentin Tarantino","Nicholas Hammond",NA,NA,NA,NA,NA,"Non-Nominee"
"406","Oppenheimer","Christopher Nolan","Cillian Murphy","Winner","2023","96","ACTOR IN A LEADING ROLE","J. Robert Oppenheimer","Winner"
"407","Oppenheimer","Christopher Nolan","Emily Blunt","Nominee","2023","96","ACTRESS IN A SUPPORTING ROLE","Kitty Oppenheimer","Nominee"
"408","Oppenheimer","Christopher Nolan","Matt Damon",NA,NA,NA,NA,NA,"Non-Nominee"
"409","Oppenheimer","Christopher Nolan","Robert Downey Jr.","Winner","2023","96","ACTOR IN A SUPPORTING ROLE","Lewis Strauss","Winner"
"410","Oppenheimer","Christopher Nolan","Florence Pugh",NA,NA,NA,NA,NA,"Non-Nominee"
"411","Oppenheimer","Christopher Nolan","Josh Hartnett",NA,NA,NA,NA,NA,"Non-Nominee"
"412","Oppenheimer","Christopher Nolan","Casey Affleck",NA,NA,NA,NA,NA,"Non-Nominee"
"413","Oppenheimer","Christopher Nolan","Rami Malek",NA,NA,NA,NA,NA,"Non-Nominee"
"414","Oppenheimer","Christopher Nolan","Kenneth Branagh",NA,NA,NA,NA,NA,"Non-Nominee"
"415","Oppenheimer","Christopher Nolan","Benny Safdie",NA,NA,NA,NA,NA,"Non-Nominee"
"416","Oppenheimer","Christopher Nolan","Jason Clarke",NA,NA,NA,NA,NA,"Non-Nominee"
"417","Oppenheimer","Christopher Nolan","Dylan Arnold",NA,NA,NA,NA,NA,"Non-Nominee"
"418","Oppenheimer","Christopher Nolan","Tom Conti",NA,NA,NA,NA,NA,"Non-Nominee"
"419","Oppenheimer","Christopher Nolan","James D'Arcy",NA,NA,NA,NA,NA,"Non-Nominee"
"420","Oppenheimer","Christopher Nolan","David Dastmalchian",NA,NA,NA,NA,NA,"Non-Nominee"
"421","Pain and Glory","Pedro Almodóvar","Antonio Banderas","Nominee","2019","92","ACTOR IN A LEADING ROLE","Salvador","Nominee"
"422","Pain and Glory","Pedro Almodóvar","Asier Etxeandia",NA,NA,NA,NA,NA,"Non-Nominee"
"423","Pain and Glory","Pedro Almodóvar","Leonardo Sbaraglia",NA,NA,NA,NA,NA,"Non-Nominee"
"424","Pain and Glory","Pedro Almodóvar","Nora Navas",NA,NA,NA,NA,NA,"Non-Nominee"
"425","Pain and Glory","Pedro Almodóvar","Julieta Serrano",NA,NA,NA,NA,NA,"Non-Nominee"
"426","Pain and Glory","Pedro Almodóvar","Penélope Cruz",NA,NA,NA,NA,NA,"Non-Nominee"
"427","Pain and Glory","Pedro Almodóvar","César Vicente",NA,NA,NA,NA,NA,"Non-Nominee"
"428","Pain and Glory","Pedro Almodóvar","Asier Flores",NA,NA,NA,NA,NA,"Non-Nominee"
"429","Pain and Glory","Pedro Almodóvar","Cecilia Roth",NA,NA,NA,NA,NA,"Non-Nominee"
"430","Pain and Glory","Pedro Almodóvar","Susi Sánchez",NA,NA,NA,NA,NA,"Non-Nominee"
"431","Pain and Glory","Pedro Almodóvar","Raúl Arévalo",NA,NA,NA,NA,NA,"Non-Nominee"
"432","Pain and Glory","Pedro Almodóvar","Pedro Casablanc",NA,NA,NA,NA,NA,"Non-Nominee"
"433","Pain and Glory","Pedro Almodóvar","Julián López",NA,NA,NA,NA,NA,"Non-Nominee"
"434","Pain and Glory","Pedro Almodóvar","Eva Martín",NA,NA,NA,NA,NA,"Non-Nominee"
"435","Pain and Glory","Pedro Almodóvar","Sara Sierra",NA,NA,NA,NA,NA,"Non-Nominee"
"436","Parallel Mothers","Pedro Almodóvar","Penélope Cruz",NA,NA,NA,NA,NA,"Non-Nominee"
"437","Parallel Mothers","Pedro Almodóvar","Milena Smit",NA,NA,NA,NA,NA,"Non-Nominee"
"438","Parallel Mothers","Pedro Almodóvar","Israel Elejalde",NA,NA,NA,NA,NA,"Non-Nominee"
"439","Parallel Mothers","Pedro Almodóvar","Aitana Sánchez-Gijón",NA,NA,NA,NA,NA,"Non-Nominee"
"440","Parallel Mothers","Pedro Almodóvar","Rossy de Palma",NA,NA,NA,NA,NA,"Non-Nominee"
"441","Parallel Mothers","Pedro Almodóvar","Julieta Serrano",NA,NA,NA,NA,NA,"Non-Nominee"
"442","Parallel Mothers","Pedro Almodóvar","Arantxa Aranguren",NA,NA,NA,NA,NA,"Non-Nominee"
"443","Parallel Mothers","Pedro Almodóvar","Adelfa Calvo",NA,NA,NA,NA,NA,"Non-Nominee"
"444","Parallel Mothers","Pedro Almodóvar","José Javier Domínguez",NA,NA,NA,NA,NA,"Non-Nominee"
"445","Parallel Mothers","Pedro Almodóvar","Trinidad Iglesias",NA,NA,NA,NA,NA,"Non-Nominee"
"446","Parallel Mothers","Pedro Almodóvar","Inma Ochoa",NA,NA,NA,NA,NA,"Non-Nominee"
"447","Parallel Mothers","Pedro Almodóvar","Ana Peleteiro",NA,NA,NA,NA,NA,"Non-Nominee"
"448","Parallel Mothers","Pedro Almodóvar","Daniela Santiago",NA,NA,NA,NA,NA,"Non-Nominee"
"449","Parallel Mothers","Pedro Almodóvar","Chema Adeva",NA,NA,NA,NA,NA,"Non-Nominee"
"450","Parallel Mothers","Pedro Almodóvar","Luna Auria Contreras",NA,NA,NA,NA,NA,"Non-Nominee"
"451","Phantom Thread","Paul Thomas Anderson","Daniel Day-Lewis",NA,NA,NA,NA,NA,"Non-Nominee"
"452","Phantom Thread","Paul Thomas Anderson","Vicky Krieps",NA,NA,NA,NA,NA,"Non-Nominee"
"453","Phantom Thread","Paul Thomas Anderson","Lesley Manville","Nominee","2017","90","ACTRESS IN A SUPPORTING ROLE","Cyril","Nominee"
"454","Phantom Thread","Paul Thomas Anderson","Camilla Rutherford",NA,NA,NA,NA,NA,"Non-Nominee"
"455","Phantom Thread","Paul Thomas Anderson","Gina McKee",NA,NA,NA,NA,NA,"Non-Nominee"
"456","Phantom Thread","Paul Thomas Anderson","Brian Gleeson",NA,NA,NA,NA,NA,"Non-Nominee"
"457","Phantom Thread","Paul Thomas Anderson","Harriet Sansom Harris",NA,NA,NA,NA,NA,"Non-Nominee"
"458","Phantom Thread","Paul Thomas Anderson","Lujza Richter",NA,NA,NA,NA,NA,"Non-Nominee"
"459","Phantom Thread","Paul Thomas Anderson","Julia Davis",NA,NA,NA,NA,NA,"Non-Nominee"
"460","Phantom Thread","Paul Thomas Anderson","Julie Vollono",NA,NA,NA,NA,NA,"Non-Nominee"
"461","Phantom Thread","Paul Thomas Anderson","Sue Clark",NA,NA,NA,NA,NA,"Non-Nominee"
"462","Phantom Thread","Paul Thomas Anderson","Joan Brown",NA,NA,NA,NA,NA,"Non-Nominee"
"463","Phantom Thread","Paul Thomas Anderson","Harriet Leitch",NA,NA,NA,NA,NA,"Non-Nominee"
"464","Phantom Thread","Paul Thomas Anderson","Dinah Nicholson",NA,NA,NA,NA,NA,"Non-Nominee"
"465","Phantom Thread","Paul Thomas Anderson","Julie Duck",NA,NA,NA,NA,NA,"Non-Nominee"
"466","Philomena","Stephen Frears","Judi Dench",NA,NA,NA,NA,NA,"Non-Nominee"
"467","Philomena","Stephen Frears","Steve Coogan",NA,NA,NA,NA,NA,"Non-Nominee"
"468","Philomena","Stephen Frears","Sophie Kennedy Clark",NA,NA,NA,NA,NA,"Non-Nominee"
"469","Philomena","Stephen Frears","Mare Winningham",NA,NA,NA,NA,NA,"Non-Nominee"
"470","Philomena","Stephen Frears","Barbara Jefford",NA,NA,NA,NA,NA,"Non-Nominee"
"471","Philomena","Stephen Frears","Ruth McCabe",NA,NA,NA,NA,NA,"Non-Nominee"
"472","Philomena","Stephen Frears","Peter Hermann",NA,NA,NA,NA,NA,"Non-Nominee"
"473","Philomena","Stephen Frears","Sean Mahon",NA,NA,NA,NA,NA,"Non-Nominee"
"474","Philomena","Stephen Frears","Anna Maxwell Martin",NA,NA,NA,NA,NA,"Non-Nominee"
"475","Philomena","Stephen Frears","Michelle Fairley",NA,NA,NA,NA,NA,"Non-Nominee"
"476","Philomena","Stephen Frears","Wunmi Mosaku",NA,NA,NA,NA,NA,"Non-Nominee"
"477","Philomena","Stephen Frears","Amy McAllister",NA,NA,NA,NA,NA,"Non-Nominee"
"478","Philomena","Stephen Frears","Charlie Murphy",NA,NA,NA,NA,NA,"Non-Nominee"
"479","Philomena","Stephen Frears","Cathy Belton",NA,NA,NA,NA,NA,"Non-Nominee"
"480","Philomena","Stephen Frears","Kate Fleetwood",NA,NA,NA,NA,NA,"Non-Nominee"
"481","Richard Jewell","Clint Eastwood","Paul Walter Hauser",NA,NA,NA,NA,NA,"Non-Nominee"
"482","Richard Jewell","Clint Eastwood","Jon Hamm",NA,NA,NA,NA,NA,"Non-Nominee"
"483","Richard Jewell","Clint Eastwood","Kathy Bates","Nominee","2019","92","ACTRESS IN A SUPPORTING ROLE","Bobi Jewell","Nominee"
"484","Richard Jewell","Clint Eastwood","Sam Rockwell",NA,NA,NA,NA,NA,"Non-Nominee"
"485","Richard Jewell","Clint Eastwood","Olivia Wilde",NA,NA,NA,NA,NA,"Non-Nominee"
"486","Richard Jewell","Clint Eastwood","Nina Arianda",NA,NA,NA,NA,NA,"Non-Nominee"
"487","Richard Jewell","Clint Eastwood","Ian Gomez",NA,NA,NA,NA,NA,"Non-Nominee"
"488","Richard Jewell","Clint Eastwood","Wayne Duvall",NA,NA,NA,NA,NA,"Non-Nominee"
"489","Richard Jewell","Clint Eastwood","Dylan Kussman",NA,NA,NA,NA,NA,"Non-Nominee"
"490","Richard Jewell","Clint Eastwood","Mike Pniewski",NA,NA,NA,NA,NA,"Non-Nominee"
"491","Richard Jewell","Clint Eastwood","Brandon Stanley",NA,NA,NA,NA,NA,"Non-Nominee"
"492","Richard Jewell","Clint Eastwood","Ryan Boz",NA,NA,NA,NA,NA,"Non-Nominee"
"493","Richard Jewell","Clint Eastwood","Charles Green",NA,NA,NA,NA,NA,"Non-Nominee"
"494","Richard Jewell","Clint Eastwood","Ronnie Allen",NA,NA,NA,NA,NA,"Non-Nominee"
"495","Richard Jewell","Clint Eastwood","David Lengel",NA,NA,NA,NA,NA,"Non-Nominee"
"496","Silver Linings Playbook","David O. Russell","Bradley Cooper","Nominee","2012","85","ACTOR IN A LEADING ROLE","Pat","Nominee"
"497","Silver Linings Playbook","David O. Russell","Jennifer Lawrence",NA,NA,NA,NA,NA,"Non-Nominee"
"498","Silver Linings Playbook","David O. Russell","Robert De Niro","Nominee","2012","85","ACTOR IN A SUPPORTING ROLE","Pat Sr.","Nominee"
"499","Silver Linings Playbook","David O. Russell","Jacki Weaver","Nominee","2012","85","ACTRESS IN A SUPPORTING ROLE","Dolores","Nominee"
"500","Silver Linings Playbook","David O. Russell","Anupam Kher",NA,NA,NA,NA,NA,"Non-Nominee"
"501","Silver Linings Playbook","David O. Russell","Chris Tucker",NA,NA,NA,NA,NA,"Non-Nominee"
"502","Silver Linings Playbook","David O. Russell","Julia Stiles",NA,NA,NA,NA,NA,"Non-Nominee"
"503","Silver Linings Playbook","David O. Russell","Shea Whigham",NA,NA,NA,NA,NA,"Non-Nominee"
"504","Silver Linings Playbook","David O. Russell","John Ortiz",NA,NA,NA,NA,NA,"Non-Nominee"
"505","Silver Linings Playbook","David O. Russell","Paul Herman",NA,NA,NA,NA,NA,"Non-Nominee"
